Algorithm,Measure,Value
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9090909090909091
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.625
SuperFlux,recall,1.0
SuperFlux,f-measure,0.7692307692307693
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.4375
SuperFlux,recall,0.7
SuperFlux,f-measure,0.5384615384615384
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.6829268292682927
SuperFlux,recall,0.6363636363636364
SuperFlux,f-measure,0.6588235294117647
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8
SuperFlux,recall,0.8
SuperFlux,f-measure,0.8000000000000002
SuperFlux,precision,0.8
SuperFlux,recall,0.8
SuperFlux,f-measure,0.8000000000000002
SuperFlux,precision,0.0
SuperFlux,recall,0.0
SuperFlux,f-measure,0.0
SuperFlux,precision,0.6
SuperFlux,recall,0.6
SuperFlux,f-measure,0.6
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.2916666666666667
SuperFlux,recall,0.5833333333333334
SuperFlux,f-measure,0.38888888888888895
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.912621359223301
SuperFlux,recall,0.9591836734693877
SuperFlux,f-measure,0.9353233830845772
SuperFlux,precision,0.97
SuperFlux,recall,0.941747572815534
SuperFlux,f-measure,0.9556650246305418
SuperFlux,precision,0.983739837398374
SuperFlux,recall,0.9236641221374046
SuperFlux,f-measure,0.952755905511811
SuperFlux,precision,0.8
SuperFlux,recall,1.0
SuperFlux,f-measure,0.888888888888889
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.8867924528301887
SuperFlux,recall,0.9591836734693877
SuperFlux,f-measure,0.9215686274509803
SuperFlux,precision,0.9416666666666667
SuperFlux,recall,0.9741379310344828
SuperFlux,f-measure,0.9576271186440678
SuperFlux,precision,0.9285714285714286
SuperFlux,recall,0.8198198198198198
SuperFlux,f-measure,0.8708133971291867
SuperFlux,precision,0.9403973509933775
SuperFlux,recall,0.922077922077922
SuperFlux,f-measure,0.9311475409836065
SuperFlux,precision,0.9444444444444444
SuperFlux,recall,0.9444444444444444
SuperFlux,f-measure,0.9444444444444444
SuperFlux,precision,0.9491525423728814
SuperFlux,recall,0.9824561403508771
SuperFlux,f-measure,0.9655172413793103
SuperFlux,precision,1.0
SuperFlux,recall,0.8688524590163934
SuperFlux,f-measure,0.9298245614035088
SuperFlux,precision,0.9264705882352942
SuperFlux,recall,0.9
SuperFlux,f-measure,0.9130434782608695
SuperFlux,precision,0.9391304347826087
SuperFlux,recall,0.7659574468085106
SuperFlux,f-measure,0.8437499999999999
SuperFlux,precision,0.9818181818181818
SuperFlux,recall,0.8526315789473684
SuperFlux,f-measure,0.9126760563380282
SuperFlux,precision,1.0
SuperFlux,recall,0.9868421052631579
SuperFlux,f-measure,0.9933774834437086
SuperFlux,precision,1.0
SuperFlux,recall,0.9642857142857143
SuperFlux,f-measure,0.9818181818181818
SuperFlux,precision,0.9770114942528736
SuperFlux,recall,0.9883720930232558
SuperFlux,f-measure,0.9826589595375722
SuperFlux,precision,1.0
SuperFlux,recall,0.9540229885057471
SuperFlux,f-measure,0.976470588235294
SuperFlux,precision,0.9591836734693877
SuperFlux,recall,0.912621359223301
SuperFlux,f-measure,0.9353233830845772
SuperFlux,precision,0.9652173913043478
SuperFlux,recall,0.8671875
SuperFlux,f-measure,0.9135802469135802
SuperFlux,precision,0.9803921568627451
SuperFlux,recall,0.9433962264150944
SuperFlux,f-measure,0.9615384615384616
SuperFlux,precision,0.9558823529411765
SuperFlux,recall,0.9154929577464789
SuperFlux,f-measure,0.9352517985611511
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.9428571428571428
SuperFlux,precision,0.9696969696969697
SuperFlux,recall,0.9846153846153847
SuperFlux,f-measure,0.9770992366412214
SuperFlux,precision,0.99
SuperFlux,recall,0.8114754098360656
SuperFlux,f-measure,0.8918918918918919
SuperFlux,precision,0.981651376146789
SuperFlux,recall,0.9224137931034483
SuperFlux,f-measure,0.951111111111111
SuperFlux,precision,0.96
SuperFlux,recall,0.96
SuperFlux,f-measure,0.96
SuperFlux,precision,0.972972972972973
SuperFlux,recall,0.9230769230769231
SuperFlux,f-measure,0.9473684210526315
SuperFlux,precision,0.9619047619047619
SuperFlux,recall,0.9619047619047619
SuperFlux,f-measure,0.9619047619047619
SuperFlux,precision,1.0
SuperFlux,recall,0.9615384615384616
SuperFlux,f-measure,0.9803921568627451
SuperFlux,precision,1.0
SuperFlux,recall,0.9120879120879121
SuperFlux,f-measure,0.9540229885057472
SuperFlux,precision,0.9710144927536232
SuperFlux,recall,0.9436619718309859
SuperFlux,f-measure,0.9571428571428571
SuperFlux,precision,0.9642857142857143
SuperFlux,recall,0.9642857142857143
SuperFlux,f-measure,0.9642857142857143
SuperFlux,precision,1.0
SuperFlux,recall,0.8679245283018868
SuperFlux,f-measure,0.9292929292929293
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9595959595959596
SuperFlux,recall,0.9134615384615384
SuperFlux,f-measure,0.9359605911330049
SuperFlux,precision,0.9714285714285714
SuperFlux,recall,0.9107142857142857
SuperFlux,f-measure,0.9400921658986174
SuperFlux,precision,0.9885057471264368
SuperFlux,recall,0.8686868686868687
SuperFlux,f-measure,0.9247311827956989
SuperFlux,precision,0.98
SuperFlux,recall,1.0
SuperFlux,f-measure,0.98989898989899
SuperFlux,precision,0.8607594936708861
SuperFlux,recall,0.9714285714285714
SuperFlux,f-measure,0.912751677852349
SuperFlux,precision,0.9631901840490797
SuperFlux,recall,0.8010204081632653
SuperFlux,f-measure,0.8746518105849581
SuperFlux,precision,0.883248730964467
SuperFlux,recall,0.8446601941747572
SuperFlux,f-measure,0.8635235732009926
SuperFlux,precision,0.9395509499136442
SuperFlux,recall,0.8607594936708861
SuperFlux,f-measure,0.8984310487200661
SuperFlux,precision,0.9518987341772152
SuperFlux,recall,0.9016786570743405
SuperFlux,f-measure,0.9261083743842363
SuperFlux,precision,0.9796610169491525
SuperFlux,recall,0.878419452887538
SuperFlux,f-measure,0.9262820512820512
SuperFlux,precision,0.9394812680115274
SuperFlux,recall,0.9235127478753541
SuperFlux,f-measure,0.9314285714285714
SuperFlux,precision,0.9781931464174455
SuperFlux,recall,0.8971428571428571
SuperFlux,f-measure,0.9359165424739195
SuperFlux,precision,0.9738219895287958
SuperFlux,recall,0.8942307692307693
SuperFlux,f-measure,0.9323308270676693
SuperFlux,precision,0.9052287581699346
SuperFlux,recall,0.9685314685314685
SuperFlux,f-measure,0.9358108108108107
SuperFlux,precision,0.9516539440203562
SuperFlux,recall,0.9326683291770573
SuperFlux,f-measure,0.9420654911838791
SuperFlux,precision,0.9731182795698925
SuperFlux,recall,0.8872549019607843
SuperFlux,f-measure,0.9282051282051281
SuperFlux,precision,0.9859154929577465
SuperFlux,recall,0.9621993127147767
SuperFlux,f-measure,0.9739130434782608
SuperFlux,precision,0.984251968503937
SuperFlux,recall,0.9615384615384616
SuperFlux,f-measure,0.9727626459143969
SuperFlux,precision,0.9798657718120806
SuperFlux,recall,0.8848484848484849
SuperFlux,f-measure,0.9299363057324841
SuperFlux,precision,0.9461538461538461
SuperFlux,recall,0.9534883720930233
SuperFlux,f-measure,0.9498069498069497
SuperFlux,precision,0.97
SuperFlux,recall,0.9023255813953488
SuperFlux,f-measure,0.9349397590361446
SuperFlux,precision,0.957345971563981
SuperFlux,recall,0.9395348837209302
SuperFlux,f-measure,0.948356807511737
SuperFlux,precision,0.968944099378882
SuperFlux,recall,0.8863636363636364
SuperFlux,f-measure,0.9258160237388724
SuperFlux,precision,0.9413919413919414
SuperFlux,recall,0.9311594202898551
SuperFlux,f-measure,0.936247723132969
SuperFlux,precision,0.9407894736842105
SuperFlux,recall,0.89375
SuperFlux,f-measure,0.9166666666666667
SuperFlux,precision,0.9803921568627451
SuperFlux,recall,0.9433962264150944
SuperFlux,f-measure,0.9615384615384616
SuperFlux,precision,0.9606741573033708
SuperFlux,recall,0.8507462686567164
SuperFlux,f-measure,0.9023746701846965
SuperFlux,precision,0.9431818181818182
SuperFlux,recall,0.907103825136612
SuperFlux,f-measure,0.924791086350975
SuperFlux,precision,0.9308176100628931
SuperFlux,recall,0.9107692307692308
SuperFlux,f-measure,0.9206842923794712
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.5
SuperFlux,recall,1.0
SuperFlux,f-measure,0.6666666666666666
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.38461538461538464
SuperFlux,recall,0.7142857142857143
SuperFlux,f-measure,0.5
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.3
SuperFlux,recall,0.6
SuperFlux,f-measure,0.4
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.6
SuperFlux,recall,1.0
SuperFlux,f-measure,0.7499999999999999
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.9428571428571428
SuperFlux,precision,1.0
SuperFlux,recall,0.9166666666666666
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9850746268656716
SuperFlux,precision,0.8648648648648649
SuperFlux,recall,1.0
SuperFlux,f-measure,0.927536231884058
SuperFlux,precision,0.8627450980392157
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9263157894736842
SuperFlux,precision,1.0
SuperFlux,recall,0.8714285714285714
SuperFlux,f-measure,0.9312977099236641
SuperFlux,precision,0.98
SuperFlux,recall,1.0
SuperFlux,f-measure,0.98989898989899
SuperFlux,precision,0.9714285714285714
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9855072463768115
SuperFlux,precision,0.9387755102040817
SuperFlux,recall,0.9583333333333334
SuperFlux,f-measure,0.9484536082474228
SuperFlux,precision,0.9384615384615385
SuperFlux,recall,0.9838709677419355
SuperFlux,f-measure,0.9606299212598426
SuperFlux,precision,0.9722222222222222
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9859154929577464
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9600000000000001
SuperFlux,precision,0.9380530973451328
SuperFlux,recall,0.954954954954955
SuperFlux,f-measure,0.9464285714285714
SuperFlux,precision,0.9473684210526315
SuperFlux,recall,0.8059701492537313
SuperFlux,f-measure,0.8709677419354839
SuperFlux,precision,0.9493670886075949
SuperFlux,recall,0.8064516129032258
SuperFlux,f-measure,0.872093023255814
SuperFlux,precision,0.944
SuperFlux,recall,0.9752066115702479
SuperFlux,f-measure,0.959349593495935
SuperFlux,precision,0.9649122807017544
SuperFlux,recall,0.9482758620689655
SuperFlux,f-measure,0.9565217391304347
SuperFlux,precision,0.9751552795031055
SuperFlux,recall,0.8626373626373627
SuperFlux,f-measure,0.9154518950437318
SuperFlux,precision,0.8723404255319149
SuperFlux,recall,0.9761904761904762
SuperFlux,f-measure,0.9213483146067415
SuperFlux,precision,0.9705882352941176
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9850746268656716
SuperFlux,precision,0.9818181818181818
SuperFlux,recall,0.9642857142857143
SuperFlux,f-measure,0.972972972972973
SuperFlux,precision,0.9428571428571428
SuperFlux,recall,0.9565217391304348
SuperFlux,f-measure,0.9496402877697843
SuperFlux,precision,0.978021978021978
SuperFlux,recall,0.967391304347826
SuperFlux,f-measure,0.9726775956284153
SuperFlux,precision,0.9787234042553191
SuperFlux,recall,0.9452054794520548
SuperFlux,f-measure,0.9616724738675957
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9620253164556962
SuperFlux,recall,0.987012987012987
SuperFlux,f-measure,0.9743589743589742
SuperFlux,precision,0.9693877551020408
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9844559585492229
SuperFlux,precision,0.8539325842696629
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9212121212121213
SuperFlux,precision,0.8645833333333334
SuperFlux,recall,0.9120879120879121
SuperFlux,f-measure,0.8877005347593583
SuperFlux,precision,0.8064516129032258
SuperFlux,recall,1.0
SuperFlux,f-measure,0.8928571428571428
SuperFlux,precision,0.8918918918918919
SuperFlux,recall,0.9428571428571428
SuperFlux,f-measure,0.9166666666666667
SuperFlux,precision,0.9868421052631579
SuperFlux,recall,0.9259259259259259
SuperFlux,f-measure,0.9554140127388535
SuperFlux,precision,0.9230769230769231
SuperFlux,recall,0.9113924050632911
SuperFlux,f-measure,0.9171974522292994
SuperFlux,precision,0.983739837398374
SuperFlux,recall,0.9453125
SuperFlux,f-measure,0.9641434262948206
SuperFlux,precision,0.9672131147540983
SuperFlux,recall,0.84688995215311
SuperFlux,f-measure,0.9030612244897959
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9512195121951219
SuperFlux,recall,1.0
SuperFlux,f-measure,0.975
SuperFlux,precision,0.9066666666666666
SuperFlux,recall,0.9315068493150684
SuperFlux,f-measure,0.918918918918919
SuperFlux,precision,0.9166666666666666
SuperFlux,recall,1.0
SuperFlux,f-measure,0.9565217391304348
SuperFlux,precision,0.888
SuperFlux,recall,0.9823008849557522
SuperFlux,f-measure,0.9327731092436975
SuperFlux,precision,0.9805194805194806
SuperFlux,recall,0.888235294117647
SuperFlux,f-measure,0.9320987654320988
SuperFlux,precision,1.0
SuperFlux,recall,1.0
SuperFlux,f-measure,1.0
SuperFlux,precision,0.9512195121951219
SuperFlux,recall,1.0
SuperFlux,f-measure,0.975
SuperFlux,precision,0.9736842105263158
SuperFlux,recall,0.961038961038961
SuperFlux,f-measure,0.9673202614379085
SuperFlux,precision,0.9411764705882353
SuperFlux,recall,0.96
SuperFlux,f-measure,0.9504950495049505
SuperFlux,precision,0.9029126213592233
SuperFlux,recall,0.9893617021276596
SuperFlux,f-measure,0.9441624365482233
SuperFlux,precision,0.958904109589041
SuperFlux,recall,0.875
SuperFlux,f-measure,0.9150326797385621
SuperFlux,precision,0.9777777777777777
SuperFlux,recall,0.8461538461538461
SuperFlux,f-measure,0.9072164948453608
SuperFlux,precision,0.9112426035502958
SuperFlux,recall,0.8850574712643678
SuperFlux,f-measure,0.8979591836734694
SuperFlux,precision,0.9517241379310345
SuperFlux,recall,0.9387755102040817
SuperFlux,f-measure,0.9452054794520548
SuperFlux,precision,0.839572192513369
SuperFlux,recall,0.9048991354466859
SuperFlux,f-measure,0.871012482662968
SuperFlux,precision,0.981651376146789
